datum,station,datum,feinstaubbelastung,ozonbelastung,stickstoffoxid,luftqualität
2022-11-28 13:00:00,DEBW046,2022-11-28 13:00:00,15.0,8,19,sehr gut
2022-11-28 14:00:00,DEBW046,2022-11-28 14:00:00,15.0,9,24,gut
2022-11-28 15:00:00,DEBW046,2022-11-28 15:00:00,15.0,15,19,sehr gut
2022-11-28 16:00:00,DEBW046,2022-11-28 16:00:00,16.0,5,28,gut
2022-11-28 17:00:00,DEBW046,2022-11-28 17:00:00,16.0,2,35,gut
2022-11-28 18:00:00,DEBW046,2022-11-28 18:00:00,17.0,2,34,gut
2022-11-28 19:00:00,DEBW046,2022-11-28 19:00:00,18.0,2,31,gut
2022-11-28 20:00:00,DEBW046,2022-11-28 20:00:00,18.0,2,23,gut
2022-11-28 21:00:00,DEBW046,2022-11-28 21:00:00,19.0,2,21,gut
2022-11-28 22:00:00,DEBW046,2022-11-28 22:00:00,19.0,2,22,gut
2022-11-28 23:00:00,DEBW046,2022-11-28 23:00:00,19.0,2,22,gut
2022-11-29 00:00:00,DEBW046,2022-11-29 00:00:00,20.0,1,23,gut
2022-11-29 01:00:00,DEBW046,2022-11-29 01:00:00,20.0,4,28,gut
2022-11-29 02:00:00,DEBW046,2022-11-29 02:00:00,20.0,9,26,gut
2022-11-29 03:00:00,DEBW046,2022-11-29 03:00:00,20.0,-,21,gut
2022-11-29 04:00:00,DEBW046,2022-11-29 04:00:00,20.0,13,18,sehr gut
2022-11-29 05:00:00,DEBW046,2022-11-29 05:00:00,20.0,16,14,sehr gut
2022-11-29 06:00:00,DEBW046,2022-11-29 06:00:00,20.0,15,12,sehr gut
2022-11-29 07:00:00,DEBW046,2022-11-29 07:00:00,20.0,8,22,gut
2022-11-29 08:00:00,DEBW046,2022-11-29 08:00:00,20.0,1,36,gut
2022-11-29 09:00:00,DEBW046,2022-11-29 09:00:00,20.0,5,28,gut
2022-11-29 10:00:00,DEBW046,2022-11-29 10:00:00,20.0,19,18,sehr gut
2022-11-29 11:00:00,DEBW046,2022-11-29 11:00:00,19.0,31,12,sehr gut
2022-11-29 12:00:00,DEBW046,2022-11-29 12:00:00,19.0,36,10,sehr gut
2022-11-29 13:00:00,DEBW046,2022-11-29 13:00:00,18.0,37,12,sehr gut
2022-11-29 14:00:00,DEBW046,2022-11-29 14:00:00,17.0,34,14,sehr gut
2022-11-29 15:00:00,DEBW046,2022-11-29 15:00:00,17.0,29,17,sehr gut
2022-11-29 16:00:00,DEBW046,2022-11-29 16:00:00,17.0,17,25,gut
2022-11-29 17:00:00,DEBW046,2022-11-29 17:00:00,16.0,9,35,gut
2022-11-29 18:00:00,DEBW046,2022-11-29 18:00:00,15.0,5,37,gut
2022-11-29 19:00:00,DEBW046,2022-11-29 19:00:00,14.0,14,25,gut
2022-11-29 20:00:00,DEBW046,2022-11-29 20:00:00,13.0,5,27,gut
2022-11-29 21:00:00,DEBW046,2022-11-29 21:00:00,12.0,1,25,gut
2022-11-29 22:00:00,DEBW046,2022-11-29 22:00:00,12.0,1,23,gut
2022-11-29 23:00:00,DEBW046,2022-11-29 23:00:00,11.0,7,22,gut
2022-11-30 00:00:00,DEBW046,2022-11-30 00:00:00,11.0,36,11,sehr gut
2022-11-30 01:00:00,DEBW046,2022-11-30 01:00:00,11.0,31,12,sehr gut
2022-11-30 02:00:00,DEBW046,2022-11-30 02:00:00,10.0,34,10,sehr gut
2022-11-30 03:00:00,DEBW046,2022-11-30 03:00:00,10.0,32,10,sehr gut
2022-11-30 04:00:00,DEBW046,2022-11-30 04:00:00,10.0,-,8,sehr gut
2022-11-30 05:00:00,DEBW046,2022-11-30 05:00:00,10.0,32,8,sehr gut
2022-11-30 06:00:00,DEBW046,2022-11-30 06:00:00,11.0,33,11,sehr gut
2022-11-30 07:00:00,DEBW046,2022-11-30 07:00:00,11.0,32,12,sehr gut
2022-11-30 08:00:00,DEBW046,2022-11-30 08:00:00,10.0,32,17,sehr gut
2022-11-30 09:00:00,DEBW046,2022-11-30 09:00:00,10.0,24,17,sehr gut
2022-11-30 10:00:00,DEBW046,2022-11-30 10:00:00,11.0,30,12,sehr gut
2022-11-30 11:00:00,DEBW046,2022-11-30 11:00:00,11.0,39,11,sehr gut
2022-11-30 12:00:00,DEBW046,2022-11-30 12:00:00,11.0,42,12,sehr gut
2022-11-30 13:00:00,DEBW046,2022-11-30 13:00:00,11.0,45,9,sehr gut
2022-11-30 14:00:00,DEBW046,2022-11-30 14:00:00,11.0,46,11,sehr gut
2022-11-30 15:00:00,DEBW046,2022-11-30 15:00:00,11.0,43,13,sehr gut
2022-11-30 16:00:00,DEBW046,2022-11-30 16:00:00,11.0,35,15,sehr gut
2022-11-30 17:00:00,DEBW046,2022-11-30 17:00:00,11.0,31,14,sehr gut
2022-11-30 18:00:00,DEBW046,2022-11-30 18:00:00,11.0,29,15,sehr gut
2022-11-30 19:00:00,DEBW046,2022-11-30 19:00:00,11.0,27,13,sehr gut
2022-11-30 20:00:00,DEBW046,2022-11-30 20:00:00,12.0,28,11,sehr gut
2022-11-30 21:00:00,DEBW046,2022-11-30 21:00:00,12.0,29,10,sehr gut
2022-11-30 22:00:00,DEBW046,2022-11-30 22:00:00,12.0,31,10,sehr gut
2022-11-30 23:00:00,DEBW046,2022-11-30 23:00:00,13.0,25,11,sehr gut
2022-12-01 00:00:00,DEBW046,2022-12-01 00:00:00,13.0,29,8,sehr gut
2022-12-01 01:00:00,DEBW046,2022-12-01 01:00:00,14.0,37,6,sehr gut
,"Quelle: Umweltbundesamt, https://www.umweltbundesamt.de/daten/luft/luftdaten/luftqualitaet (Abruf: 01.12.2022). Alle Uhrzeiten sind in der jeweils zum Messzeitpunkt gültigen Zeit (MEZ bzw. MESZ) angegeben.",,,,,
