datum,station,datum,feinstaubbelastung,ozonbelastung,stickstoffoxid,luftqualität
2022-09-08 03:00:00,DEBW046,2022-09-08 03:00:00,13.0,57,5,sehr gut
2022-09-08 04:00:00,DEBW046,2022-09-08 04:00:00,13.0,58,-,sehr gut
2022-09-08 05:00:00,DEBW046,2022-09-08 05:00:00,13.0,68,3,gut
2022-09-08 06:00:00,DEBW046,2022-09-08 06:00:00,12.0,-,3,sehr gut
2022-09-08 07:00:00,DEBW046,2022-09-08 07:00:00,12.0,74,6,gut
2022-09-08 08:00:00,DEBW046,2022-09-08 08:00:00,11.0,75,4,gut
2022-09-08 09:00:00,DEBW046,2022-09-08 09:00:00,11.0,72,4,gut
2022-09-08 10:00:00,DEBW046,2022-09-08 10:00:00,10.0,70,5,gut
2022-09-08 11:00:00,DEBW046,2022-09-08 11:00:00,10.0,73,4,gut
2022-09-08 12:00:00,DEBW046,2022-09-08 12:00:00,9.0,70,5,gut
2022-09-08 13:00:00,DEBW046,2022-09-08 13:00:00,9.0,79,2,gut
2022-09-08 14:00:00,DEBW046,2022-09-08 14:00:00,9.0,84,1,gut
2022-09-08 15:00:00,DEBW046,2022-09-08 15:00:00,8.0,84,1,gut
2022-09-08 16:00:00,DEBW046,2022-09-08 16:00:00,8.0,80,1,gut
2022-09-08 17:00:00,DEBW046,2022-09-08 17:00:00,8.0,80,1,gut
2022-09-08 18:00:00,DEBW046,2022-09-08 18:00:00,8.0,80,2,gut
2022-09-08 19:00:00,DEBW046,2022-09-08 19:00:00,7.0,77,2,gut
2022-09-08 20:00:00,DEBW046,2022-09-08 20:00:00,7.0,64,3,gut
2022-09-08 21:00:00,DEBW046,2022-09-08 21:00:00,6.0,48,11,sehr gut
2022-09-08 22:00:00,DEBW046,2022-09-08 22:00:00,6.0,31,14,sehr gut
2022-09-08 23:00:00,DEBW046,2022-09-08 23:00:00,6.0,24,16,sehr gut
2022-09-09 00:00:00,DEBW046,2022-09-09 00:00:00,6.0,20,16,sehr gut
2022-09-09 01:00:00,DEBW046,2022-09-09 01:00:00,6.0,14,17,sehr gut
2022-09-09 02:00:00,DEBW046,2022-09-09 02:00:00,6.0,15,11,sehr gut
2022-09-09 03:00:00,DEBW046,2022-09-09 03:00:00,6.0,-,10,sehr gut
2022-09-09 04:00:00,DEBW046,2022-09-09 04:00:00,6.0,10,10,sehr gut
2022-09-09 05:00:00,DEBW046,2022-09-09 05:00:00,6.0,10,7,sehr gut
2022-09-09 06:00:00,DEBW046,2022-09-09 06:00:00,6.0,9,9,sehr gut
2022-09-09 07:00:00,DEBW046,2022-09-09 07:00:00,6.0,11,15,sehr gut
2022-09-09 08:00:00,DEBW046,2022-09-09 08:00:00,7.0,4,23,gut
2022-09-09 09:00:00,DEBW046,2022-09-09 09:00:00,7.0,13,22,gut
2022-09-09 10:00:00,DEBW046,2022-09-09 10:00:00,7.0,48,4,sehr gut
2022-09-09 11:00:00,DEBW046,2022-09-09 11:00:00,7.0,53,3,sehr gut
2022-09-09 12:00:00,DEBW046,2022-09-09 12:00:00,7.0,57,3,sehr gut
2022-09-09 13:00:00,DEBW046,2022-09-09 13:00:00,7.0,62,3,gut
2022-09-09 14:00:00,DEBW046,2022-09-09 14:00:00,7.0,68,3,gut
2022-09-09 15:00:00,DEBW046,2022-09-09 15:00:00,7.0,72,2,gut
2022-09-09 16:00:00,DEBW046,2022-09-09 16:00:00,7.0,79,1,gut
2022-09-09 17:00:00,DEBW046,2022-09-09 17:00:00,7.0,78,2,gut
2022-09-09 18:00:00,DEBW046,2022-09-09 18:00:00,7.0,77,2,gut
2022-09-09 19:00:00,DEBW046,2022-09-09 19:00:00,7.0,74,3,gut
2022-09-09 20:00:00,DEBW046,2022-09-09 20:00:00,7.0,64,5,gut
2022-09-09 21:00:00,DEBW046,2022-09-09 21:00:00,7.0,48,10,sehr gut
2022-09-09 22:00:00,DEBW046,2022-09-09 22:00:00,7.0,56,5,sehr gut
2022-09-09 23:00:00,DEBW046,2022-09-09 23:00:00,7.0,41,11,sehr gut
2022-09-10 00:00:00,DEBW046,2022-09-10 00:00:00,6.0,50,6,sehr gut
2022-09-10 01:00:00,DEBW046,2022-09-10 01:00:00,6.0,53,4,sehr gut
2022-09-10 02:00:00,DEBW046,2022-09-10 02:00:00,6.0,52,4,sehr gut
2022-09-10 03:00:00,DEBW046,2022-09-10 03:00:00,6.0,51,3,sehr gut
2022-09-10 04:00:00,DEBW046,2022-09-10 04:00:00,6.0,-,2,sehr gut
2022-09-10 05:00:00,DEBW046,2022-09-10 05:00:00,5.0,55,2,sehr gut
2022-09-10 06:00:00,DEBW046,2022-09-10 06:00:00,5.0,57,2,sehr gut
2022-09-10 07:00:00,DEBW046,2022-09-10 07:00:00,5.0,52,2,sehr gut
2022-09-10 08:00:00,DEBW046,2022-09-10 08:00:00,5.0,44,3,sehr gut
2022-09-10 09:00:00,DEBW046,2022-09-10 09:00:00,5.0,47,3,sehr gut
2022-09-10 10:00:00,DEBW046,2022-09-10 10:00:00,4.0,45,3,sehr gut
2022-09-10 11:00:00,DEBW046,2022-09-10 11:00:00,4.0,47,3,sehr gut
2022-09-10 12:00:00,DEBW046,2022-09-10 12:00:00,4.0,52,3,sehr gut
2022-09-10 13:00:00,DEBW046,2022-09-10 13:00:00,4.0,54,2,sehr gut
2022-09-10 14:00:00,DEBW046,2022-09-10 14:00:00,4.0,60,1,sehr gut
2022-09-10 15:00:00,DEBW046,2022-09-10 15:00:00,4.0,68,0.9,gut
2022-09-10 16:00:00,DEBW046,2022-09-10 16:00:00,3.0,73,0.8,gut
2022-09-10 17:00:00,DEBW046,2022-09-10 17:00:00,3.0,76,1,gut
2022-09-10 18:00:00,DEBW046,2022-09-10 18:00:00,3.0,70,2,gut
2022-09-10 19:00:00,DEBW046,2022-09-10 19:00:00,3.0,60,3,sehr gut
2022-09-10 20:00:00,DEBW046,2022-09-10 20:00:00,3.0,48,4,sehr gut
2022-09-10 21:00:00,DEBW046,2022-09-10 21:00:00,3.0,40,5,sehr gut
2022-09-10 22:00:00,DEBW046,2022-09-10 22:00:00,3.0,42,3,sehr gut
2022-09-10 23:00:00,DEBW046,2022-09-10 23:00:00,3.0,49,3,sehr gut
2022-09-11 00:00:00,DEBW046,2022-09-11 00:00:00,3.0,40,3,sehr gut
2022-09-11 01:00:00,DEBW046,2022-09-11 01:00:00,3.0,45,3,sehr gut
2022-09-11 02:00:00,DEBW046,2022-09-11 02:00:00,3.0,41,3,sehr gut
2022-09-11 03:00:00,DEBW046,2022-09-11 03:00:00,3.0,43,2,sehr gut
2022-09-11 04:00:00,DEBW046,2022-09-11 04:00:00,4.0,40,3,sehr gut
2022-09-11 05:00:00,DEBW046,2022-09-11 05:00:00,4.0,-,-,sehr gut
2022-09-11 06:00:00,DEBW046,2022-09-11 06:00:00,4.0,42,2,sehr gut
2022-09-11 07:00:00,DEBW046,2022-09-11 07:00:00,4.0,42,2,sehr gut
2022-09-11 08:00:00,DEBW046,2022-09-11 08:00:00,4.0,40,2,sehr gut
2022-09-11 09:00:00,DEBW046,2022-09-11 09:00:00,4.0,42,2,sehr gut
2022-09-11 10:00:00,DEBW046,2022-09-11 10:00:00,4.0,49,2,sehr gut
2022-09-11 11:00:00,DEBW046,2022-09-11 11:00:00,4.0,55,1,sehr gut
2022-09-11 12:00:00,DEBW046,2022-09-11 12:00:00,4.0,62,1,gut
2022-09-11 13:00:00,DEBW046,2022-09-11 13:00:00,4.0,66,1,gut
2022-09-11 14:00:00,DEBW046,2022-09-11 14:00:00,4.0,68,1,gut
2022-09-11 15:00:00,DEBW046,2022-09-11 15:00:00,4.0,81,1,gut
2022-09-11 16:00:00,DEBW046,2022-09-11 16:00:00,4.0,86,1,gut
2022-09-11 17:00:00,DEBW046,2022-09-11 17:00:00,4.0,84,1,gut
2022-09-11 18:00:00,DEBW046,2022-09-11 18:00:00,4.0,82,2,gut
2022-09-11 19:00:00,DEBW046,2022-09-11 19:00:00,4.0,78,3,gut
2022-09-11 20:00:00,DEBW046,2022-09-11 20:00:00,5.0,60,7,sehr gut
2022-09-11 21:00:00,DEBW046,2022-09-11 21:00:00,5.0,39,14,sehr gut
2022-09-11 22:00:00,DEBW046,2022-09-11 22:00:00,5.0,18,21,gut
2022-09-11 23:00:00,DEBW046,2022-09-11 23:00:00,5.0,14,16,sehr gut
2022-09-12 00:00:00,DEBW046,2022-09-12 00:00:00,5.0,8,13,sehr gut
2022-09-12 01:00:00,DEBW046,2022-09-12 01:00:00,5.0,4,11,sehr gut
2022-09-12 02:00:00,DEBW046,2022-09-12 02:00:00,6.0,3,9,sehr gut
2022-09-12 03:00:00,DEBW046,2022-09-12 03:00:00,6.0,2,7,sehr gut
2022-09-12 04:00:00,DEBW046,2022-09-12 04:00:00,6.0,2,6,sehr gut
2022-09-12 05:00:00,DEBW046,2022-09-12 05:00:00,6.0,6,14,sehr gut
2022-09-12 06:00:00,DEBW046,2022-09-12 06:00:00,6.0,-,15,sehr gut
2022-09-12 07:00:00,DEBW046,2022-09-12 07:00:00,6.0,2,17,sehr gut
2022-09-12 08:00:00,DEBW046,2022-09-12 08:00:00,6.0,3,15,sehr gut
2022-09-12 09:00:00,DEBW046,2022-09-12 09:00:00,6.0,7,16,sehr gut
2022-09-12 10:00:00,DEBW046,2022-09-12 10:00:00,6.0,10,14,sehr gut
2022-09-12 11:00:00,DEBW046,2022-09-12 11:00:00,6.0,17,13,sehr gut
2022-09-12 12:00:00,DEBW046,2022-09-12 12:00:00,6.0,26,9,sehr gut
2022-09-12 13:00:00,DEBW046,2022-09-12 13:00:00,6.0,48,7,sehr gut
2022-09-12 14:00:00,DEBW046,2022-09-12 14:00:00,7.0,78,6,gut
2022-09-12 15:00:00,DEBW046,2022-09-12 15:00:00,6.0,87,4,gut
2022-09-12 16:00:00,DEBW046,2022-09-12 16:00:00,6.0,89,4,gut
2022-09-12 17:00:00,DEBW046,2022-09-12 17:00:00,6.0,95,4,gut
2022-09-12 18:00:00,DEBW046,2022-09-12 18:00:00,6.0,95,5,gut
2022-09-12 19:00:00,DEBW046,2022-09-12 19:00:00,6.0,93,5,gut
2022-09-12 20:00:00,DEBW046,2022-09-12 20:00:00,6.0,58,20,sehr gut
2022-09-12 21:00:00,DEBW046,2022-09-12 21:00:00,6.0,32,31,gut
2022-09-12 22:00:00,DEBW046,2022-09-12 22:00:00,7.0,17,31,gut
2022-09-12 23:00:00,DEBW046,2022-09-12 23:00:00,7.0,14,21,gut
2022-09-13 00:00:00,DEBW046,2022-09-13 00:00:00,7.0,13,16,sehr gut
2022-09-13 01:00:00,DEBW046,2022-09-13 01:00:00,7.0,10,14,sehr gut
2022-09-13 02:00:00,DEBW046,2022-09-13 02:00:00,7.0,11,9,sehr gut
2022-09-13 03:00:00,DEBW046,2022-09-13 03:00:00,7.0,-,10,sehr gut
2022-09-13 04:00:00,DEBW046,2022-09-13 04:00:00,7.0,5,9,sehr gut
2022-09-13 05:00:00,DEBW046,2022-09-13 05:00:00,7.0,2,10,sehr gut
2022-09-13 06:00:00,DEBW046,2022-09-13 06:00:00,7.0,2,11,sehr gut
2022-09-13 07:00:00,DEBW046,2022-09-13 07:00:00,7.0,0.6,12,sehr gut
2022-09-13 08:00:00,DEBW046,2022-09-13 08:00:00,7.0,1,15,sehr gut
2022-09-13 09:00:00,DEBW046,2022-09-13 09:00:00,7.0,4,20,sehr gut
2022-09-13 10:00:00,DEBW046,2022-09-13 10:00:00,7.0,28,17,sehr gut
2022-09-13 11:00:00,DEBW046,2022-09-13 11:00:00,8.0,58,6,sehr gut
2022-09-13 12:00:00,DEBW046,2022-09-13 12:00:00,8.0,64,6,gut
2022-09-13 13:00:00,DEBW046,2022-09-13 13:00:00,8.0,76,5,gut
2022-09-13 14:00:00,DEBW046,2022-09-13 14:00:00,8.0,93,3,gut
2022-09-13 15:00:00,DEBW046,2022-09-13 15:00:00,9.0,97,3,gut
2022-09-13 16:00:00,DEBW046,2022-09-13 16:00:00,9.0,93,5,gut
2022-09-13 17:00:00,DEBW046,2022-09-13 17:00:00,9.0,81,11,gut
2022-09-13 18:00:00,DEBW046,2022-09-13 18:00:00,10.0,80,11,gut
2022-09-13 19:00:00,DEBW046,2022-09-13 19:00:00,10.0,77,10,gut
2022-09-13 20:00:00,DEBW046,2022-09-13 20:00:00,10.0,36,38,gut
2022-09-13 21:00:00,DEBW046,2022-09-13 21:00:00,11.0,30,30,gut
2022-09-13 22:00:00,DEBW046,2022-09-13 22:00:00,11.0,29,20,sehr gut
2022-09-13 23:00:00,DEBW046,2022-09-13 23:00:00,11.0,13,27,gut
2022-09-14 00:00:00,DEBW046,2022-09-14 00:00:00,11.0,7,27,gut
2022-09-14 01:00:00,DEBW046,2022-09-14 01:00:00,11.0,11,17,sehr gut
2022-09-14 02:00:00,DEBW046,2022-09-14 02:00:00,11.0,6,14,sehr gut
2022-09-14 03:00:00,DEBW046,2022-09-14 03:00:00,11.0,5,16,sehr gut
2022-09-14 04:00:00,DEBW046,2022-09-14 04:00:00,12.0,-,16,sehr gut
2022-09-14 05:00:00,DEBW046,2022-09-14 05:00:00,12.0,30,10,sehr gut
2022-09-14 06:00:00,DEBW046,2022-09-14 06:00:00,12.0,35,-,sehr gut
2022-09-14 07:00:00,DEBW046,2022-09-14 07:00:00,12.0,33,10,sehr gut
2022-09-14 08:00:00,DEBW046,2022-09-14 08:00:00,12.0,35,12,sehr gut
2022-09-14 09:00:00,DEBW046,2022-09-14 09:00:00,12.0,36,9,sehr gut
2022-09-14 10:00:00,DEBW046,2022-09-14 10:00:00,12.0,48,6,sehr gut
2022-09-14 11:00:00,DEBW046,2022-09-14 11:00:00,12.0,53,5,sehr gut
2022-09-14 12:00:00,DEBW046,2022-09-14 12:00:00,12.0,60,4,sehr gut
2022-09-14 13:00:00,DEBW046,2022-09-14 13:00:00,12.0,62,3,gut
2022-09-14 14:00:00,DEBW046,2022-09-14 14:00:00,12.0,63,4,gut
2022-09-14 15:00:00,DEBW046,2022-09-14 15:00:00,13.0,67,3,gut
2022-09-14 16:00:00,DEBW046,2022-09-14 16:00:00,13.0,67,6,gut
2022-09-14 17:00:00,DEBW046,2022-09-14 17:00:00,12.0,65,3,gut
2022-09-14 18:00:00,DEBW046,2022-09-14 18:00:00,12.0,71,2,gut
2022-09-14 19:00:00,DEBW046,2022-09-14 19:00:00,12.0,71,4,gut
2022-09-14 20:00:00,DEBW046,2022-09-14 20:00:00,11.0,51,7,sehr gut
2022-09-14 21:00:00,DEBW046,2022-09-14 21:00:00,11.0,55,3,sehr gut
2022-09-14 22:00:00,DEBW046,2022-09-14 22:00:00,11.0,53,6,sehr gut
2022-09-14 23:00:00,DEBW046,2022-09-14 23:00:00,11.0,59,3,sehr gut
2022-09-15 00:00:00,DEBW046,2022-09-15 00:00:00,11.0,50,4,sehr gut
2022-09-15 01:00:00,DEBW046,2022-09-15 01:00:00,10.0,50,4,sehr gut
2022-09-15 02:00:00,DEBW046,2022-09-15 02:00:00,10.0,62,2,gut
2022-09-15 03:00:00,DEBW046,2022-09-15 03:00:00,10.0,61,2,gut
2022-09-15 04:00:00,DEBW046,2022-09-15 04:00:00,10.0,64,2,gut
2022-09-15 05:00:00,DEBW046,2022-09-15 05:00:00,9.0,-,2,sehr gut
2022-09-15 06:00:00,DEBW046,2022-09-15 06:00:00,9.0,66,4,gut
2022-09-15 07:00:00,DEBW046,2022-09-15 07:00:00,9.0,63,6,gut
2022-09-15 08:00:00,DEBW046,2022-09-15 08:00:00,9.0,56,9,sehr gut
2022-09-15 09:00:00,DEBW046,2022-09-15 09:00:00,8.0,53,8,sehr gut
2022-09-15 10:00:00,DEBW046,2022-09-15 10:00:00,8.0,61,4,gut
2022-09-15 11:00:00,DEBW046,2022-09-15 11:00:00,8.0,63,4,gut
2022-09-15 12:00:00,DEBW046,2022-09-15 12:00:00,8.0,67,3,gut
2022-09-15 13:00:00,DEBW046,2022-09-15 13:00:00,7.0,70,3,gut
2022-09-15 14:00:00,DEBW046,2022-09-15 14:00:00,7.0,70,3,gut
2022-09-15 15:00:00,DEBW046,2022-09-15 15:00:00,7.0,71,2,gut
2022-09-15 16:00:00,DEBW046,2022-09-15 16:00:00,7.0,69,3,gut
2022-09-15 17:00:00,DEBW046,2022-09-15 17:00:00,6.0,63,4,gut
2022-09-15 18:00:00,DEBW046,2022-09-15 18:00:00,6.0,48,8,sehr gut
2022-09-15 19:00:00,DEBW046,2022-09-15 19:00:00,6.0,53,7,sehr gut
2022-09-15 20:00:00,DEBW046,2022-09-15 20:00:00,6.0,54,7,sehr gut
2022-09-15 21:00:00,DEBW046,2022-09-15 21:00:00,6.0,39,9,sehr gut
2022-09-15 22:00:00,DEBW046,2022-09-15 22:00:00,6.0,28,12,sehr gut
2022-09-15 23:00:00,DEBW046,2022-09-15 23:00:00,6.0,20,13,sehr gut
2022-09-16 00:00:00,DEBW046,2022-09-16 00:00:00,6.0,7,21,gut
2022-09-16 01:00:00,DEBW046,2022-09-16 01:00:00,6.0,9,10,sehr gut
2022-09-16 02:00:00,DEBW046,2022-09-16 02:00:00,7.0,8,9,sehr gut
2022-09-16 03:00:00,DEBW046,2022-09-16 03:00:00,7.0,11,6,sehr gut
2022-09-16 04:00:00,DEBW046,2022-09-16 04:00:00,7.0,8,9,sehr gut
2022-09-16 05:00:00,DEBW046,2022-09-16 05:00:00,7.0,8,9,sehr gut
2022-09-16 06:00:00,DEBW046,2022-09-16 06:00:00,7.0,-,12,sehr gut
2022-09-16 07:00:00,DEBW046,2022-09-16 07:00:00,8.0,4,17,sehr gut
2022-09-16 08:00:00,DEBW046,2022-09-16 08:00:00,8.0,7,18,sehr gut
2022-09-16 09:00:00,DEBW046,2022-09-16 09:00:00,8.0,10,15,sehr gut
2022-09-16 10:00:00,DEBW046,2022-09-16 10:00:00,8.0,27,8,sehr gut
2022-09-16 11:00:00,DEBW046,2022-09-16 11:00:00,9.0,31,8,sehr gut
2022-09-16 12:00:00,DEBW046,2022-09-16 12:00:00,9.0,39,6,sehr gut
2022-09-16 13:00:00,DEBW046,2022-09-16 13:00:00,9.0,45,11,sehr gut
2022-09-16 14:00:00,DEBW046,2022-09-16 14:00:00,9.0,51,9,sehr gut
2022-09-16 15:00:00,DEBW046,2022-09-16 15:00:00,9.0,57,9,sehr gut
2022-09-16 16:00:00,DEBW046,2022-09-16 16:00:00,9.0,66,6,gut
2022-09-16 17:00:00,DEBW046,2022-09-16 17:00:00,9.0,65,4,gut
2022-09-16 18:00:00,DEBW046,2022-09-16 18:00:00,9.0,64,5,gut
2022-09-16 19:00:00,DEBW046,2022-09-16 19:00:00,9.0,48,5,sehr gut
2022-09-16 20:00:00,DEBW046,2022-09-16 20:00:00,9.0,42,6,sehr gut
2022-09-16 21:00:00,DEBW046,2022-09-16 21:00:00,9.0,34,6,sehr gut
2022-09-16 22:00:00,DEBW046,2022-09-16 22:00:00,9.0,37,4,sehr gut
2022-09-16 23:00:00,DEBW046,2022-09-16 23:00:00,9.0,42,5,sehr gut
2022-09-17 00:00:00,DEBW046,2022-09-17 00:00:00,9.0,49,4,sehr gut
2022-09-17 01:00:00,DEBW046,2022-09-17 01:00:00,8.0,52,3,sehr gut
2022-09-17 02:00:00,DEBW046,2022-09-17 02:00:00,8.0,59,3,sehr gut
2022-09-17 03:00:00,DEBW046,2022-09-17 03:00:00,8.0,-,-,sehr gut
2022-09-17 04:00:00,DEBW046,2022-09-17 04:00:00,7.0,54,3,sehr gut
2022-09-17 05:00:00,DEBW046,2022-09-17 05:00:00,7.0,55,3,sehr gut
2022-09-17 06:00:00,DEBW046,2022-09-17 06:00:00,7.0,48,4,sehr gut
2022-09-17 07:00:00,DEBW046,2022-09-17 07:00:00,7.0,46,5,sehr gut
2022-09-17 08:00:00,DEBW046,2022-09-17 08:00:00,6.0,53,3,sehr gut
2022-09-17 09:00:00,DEBW046,2022-09-17 09:00:00,6.0,49,4,sehr gut
2022-09-17 10:00:00,DEBW046,2022-09-17 10:00:00,5.0,57,3,sehr gut
2022-09-17 11:00:00,DEBW046,2022-09-17 11:00:00,5.0,61,2,gut
2022-09-17 12:00:00,DEBW046,2022-09-17 12:00:00,5.0,65,3,gut
2022-09-17 13:00:00,DEBW046,2022-09-17 13:00:00,5.0,67,2,gut
2022-09-17 14:00:00,DEBW046,2022-09-17 14:00:00,5.0,68,2,gut
2022-09-17 15:00:00,DEBW046,2022-09-17 15:00:00,5.0,70,1,gut
2022-09-17 16:00:00,DEBW046,2022-09-17 16:00:00,4.0,70,1,gut
2022-09-17 17:00:00,DEBW046,2022-09-17 17:00:00,4.0,70,1,gut
2022-09-17 18:00:00,DEBW046,2022-09-17 18:00:00,4.0,67,2,gut
2022-09-17 19:00:00,DEBW046,2022-09-17 19:00:00,4.0,62,2,gut
2022-09-17 20:00:00,DEBW046,2022-09-17 20:00:00,4.0,59,3,sehr gut
2022-09-17 21:00:00,DEBW046,2022-09-17 21:00:00,4.0,55,3,sehr gut
2022-09-17 22:00:00,DEBW046,2022-09-17 22:00:00,4.0,58,2,sehr gut
2022-09-17 23:00:00,DEBW046,2022-09-17 23:00:00,3.0,53,2,sehr gut
2022-09-18 00:00:00,DEBW046,2022-09-18 00:00:00,3.0,58,2,sehr gut
2022-09-18 01:00:00,DEBW046,2022-09-18 01:00:00,3.0,49,2,sehr gut
2022-09-18 02:00:00,DEBW046,2022-09-18 02:00:00,3.0,46,2,sehr gut
2022-09-18 03:00:00,DEBW046,2022-09-18 03:00:00,3.0,47,2,sehr gut
2022-09-18 04:00:00,DEBW046,2022-09-18 04:00:00,3.0,-,2,sehr gut
2022-09-18 05:00:00,DEBW046,2022-09-18 05:00:00,3.0,42,2,sehr gut
2022-09-18 06:00:00,DEBW046,2022-09-18 06:00:00,3.0,42,2,sehr gut
2022-09-18 07:00:00,DEBW046,2022-09-18 07:00:00,3.0,45,2,sehr gut
2022-09-18 08:00:00,DEBW046,2022-09-18 08:00:00,3.0,48,2,sehr gut
2022-09-18 09:00:00,DEBW046,2022-09-18 09:00:00,3.0,48,2,sehr gut
2022-09-18 10:00:00,DEBW046,2022-09-18 10:00:00,3.0,48,2,sehr gut
2022-09-18 11:00:00,DEBW046,2022-09-18 11:00:00,3.0,52,2,sehr gut
2022-09-18 12:00:00,DEBW046,2022-09-18 12:00:00,3.0,53,2,sehr gut
2022-09-18 13:00:00,DEBW046,2022-09-18 13:00:00,3.0,52,2,sehr gut
2022-09-18 14:00:00,DEBW046,2022-09-18 14:00:00,3.0,53,2,sehr gut
2022-09-18 15:00:00,DEBW046,2022-09-18 15:00:00,3.0,60,1,sehr gut
2022-09-18 16:00:00,DEBW046,2022-09-18 16:00:00,3.0,62,1,gut
2022-09-18 17:00:00,DEBW046,2022-09-18 17:00:00,3.0,61,1,gut
2022-09-18 18:00:00,DEBW046,2022-09-18 18:00:00,3.0,58,2,sehr gut
2022-09-18 19:00:00,DEBW046,2022-09-18 19:00:00,3.0,54,4,sehr gut
2022-09-18 20:00:00,DEBW046,2022-09-18 20:00:00,3.0,50,5,sehr gut
2022-09-18 21:00:00,DEBW046,2022-09-18 21:00:00,3.0,41,8,sehr gut
2022-09-18 22:00:00,DEBW046,2022-09-18 22:00:00,3.0,47,5,sehr gut
2022-09-18 23:00:00,DEBW046,2022-09-18 23:00:00,3.0,52,3,sehr gut
2022-09-19 00:00:00,DEBW046,2022-09-19 00:00:00,3.0,57,2,sehr gut
2022-09-19 01:00:00,DEBW046,2022-09-19 01:00:00,4.0,56,2,sehr gut
2022-09-19 02:00:00,DEBW046,2022-09-19 02:00:00,4.0,60,2,sehr gut
2022-09-19 03:00:00,DEBW046,2022-09-19 03:00:00,4.0,60,2,sehr gut
2022-09-19 04:00:00,DEBW046,2022-09-19 04:00:00,3.0,58,3,sehr gut
2022-09-19 05:00:00,DEBW046,2022-09-19 05:00:00,3.0,-,2,sehr gut
2022-09-19 06:00:00,DEBW046,2022-09-19 06:00:00,3.0,49,4,sehr gut
2022-09-19 07:00:00,DEBW046,2022-09-19 07:00:00,3.0,48,6,sehr gut
2022-09-19 08:00:00,DEBW046,2022-09-19 08:00:00,3.0,39,10,sehr gut
2022-09-19 09:00:00,DEBW046,2022-09-19 09:00:00,3.0,47,7,sehr gut
2022-09-19 10:00:00,DEBW046,2022-09-19 10:00:00,3.0,55,4,sehr gut
2022-09-19 11:00:00,DEBW046,2022-09-19 11:00:00,4.0,60,3,sehr gut
2022-09-19 12:00:00,DEBW046,2022-09-19 12:00:00,4.0,64,-,gut
2022-09-19 13:00:00,DEBW046,2022-09-19 13:00:00,4.0,-,-,sehr gut
2022-09-19 14:00:00,DEBW046,2022-09-19 14:00:00,4.0,63,2,gut
2022-09-19 15:00:00,DEBW046,2022-09-19 15:00:00,4.0,66,2,gut
2022-09-19 16:00:00,DEBW046,2022-09-19 16:00:00,4.0,68,2,gut
2022-09-19 17:00:00,DEBW046,2022-09-19 17:00:00,4.0,64,4,gut
2022-09-19 18:00:00,DEBW046,2022-09-19 18:00:00,4.0,67,3,gut
2022-09-19 19:00:00,DEBW046,2022-09-19 19:00:00,4.0,60,3,sehr gut
2022-09-19 20:00:00,DEBW046,2022-09-19 20:00:00,4.0,42,11,sehr gut
2022-09-19 21:00:00,DEBW046,2022-09-19 21:00:00,4.0,24,19,sehr gut
2022-09-19 22:00:00,DEBW046,2022-09-19 22:00:00,4.0,11,19,sehr gut
2022-09-19 23:00:00,DEBW046,2022-09-19 23:00:00,4.0,6,22,gut
2022-09-20 00:00:00,DEBW046,2022-09-20 00:00:00,4.0,9,13,sehr gut
2022-09-20 01:00:00,DEBW046,2022-09-20 01:00:00,4.0,8,10,sehr gut
2022-09-20 02:00:00,DEBW046,2022-09-20 02:00:00,4.0,5,10,sehr gut
2022-09-20 03:00:00,DEBW046,2022-09-20 03:00:00,4.0,3,11,sehr gut
2022-09-20 04:00:00,DEBW046,2022-09-20 04:00:00,4.0,2,-,sehr gut
2022-09-20 05:00:00,DEBW046,2022-09-20 05:00:00,5.0,2,8,sehr gut
2022-09-20 06:00:00,DEBW046,2022-09-20 06:00:00,5.0,-,10,sehr gut
2022-09-20 07:00:00,DEBW046,2022-09-20 07:00:00,5.0,0.8,11,sehr gut
2022-09-20 08:00:00,DEBW046,2022-09-20 08:00:00,5.0,1,15,sehr gut
2022-09-20 09:00:00,DEBW046,2022-09-20 09:00:00,5.0,6,17,sehr gut
2022-09-20 10:00:00,DEBW046,2022-09-20 10:00:00,5.0,33,10,sehr gut
2022-09-20 11:00:00,DEBW046,2022-09-20 11:00:00,5.0,39,9,sehr gut
2022-09-20 12:00:00,DEBW046,2022-09-20 12:00:00,5.0,54,6,sehr gut
2022-09-20 13:00:00,DEBW046,2022-09-20 13:00:00,5.0,64,5,gut
2022-09-20 14:00:00,DEBW046,2022-09-20 14:00:00,5.0,66,6,gut
2022-09-20 15:00:00,DEBW046,2022-09-20 15:00:00,5.0,70,5,gut
2022-09-20 16:00:00,DEBW046,2022-09-20 16:00:00,6.0,69,6,gut
2022-09-20 17:00:00,DEBW046,2022-09-20 17:00:00,6.0,77,4,gut
2022-09-20 18:00:00,DEBW046,2022-09-20 18:00:00,6.0,75,3,gut
2022-09-20 19:00:00,DEBW046,2022-09-20 19:00:00,6.0,72,5,gut
2022-09-20 20:00:00,DEBW046,2022-09-20 20:00:00,6.0,48,15,sehr gut
2022-09-20 21:00:00,DEBW046,2022-09-20 21:00:00,6.0,15,35,gut
2022-09-20 22:00:00,DEBW046,2022-09-20 22:00:00,7.0,8,30,gut
2022-09-20 23:00:00,DEBW046,2022-09-20 23:00:00,7.0,12,23,gut
2022-09-21 00:00:00,DEBW046,2022-09-21 00:00:00,7.0,6,25,gut
